"";"p_val";"avg_logFC";"pct.1";"pct.2";"p_val_adj";"cluster";"gene"
"Mki67";9,54893971006627e-12;1,05017344278275;0,964;0,256;1,69455484094836e-07;"1";"Mki67"
"Tacc3";1,04082525820455e-11;0,515755885421495;0,746;0,131;1,8470485032098e-07;"1";"Tacc3"
"Spc24";1,84331427283037e-11;0,703849879473055;0,955;0,356;3,27114550856477e-07;"1";"Spc24"
"Tubb5";2,04043284658245e-11;0,821395530299168;0,999;0,756;3,62095212954522e-07;"1";"Tubb5"
"Plk1";2,07144185881914e-11;0,717731768532392;0,841;0,109;3,67598072266044e-07;"1";"Plk1"
"Smc4";4,71502058616916e-11;0,85350759910566;0,969;0,349;8,3672755322158e-07;"1";"Smc4"
"Cenpe";5,65003151718799e-11;0,770398981748001;0,857;0,118;1,00265459304018e-06;"1";"Cenpe"
"Melk";8,28894896578832e-11;0,406544586035835;0,643;0,106;1,4709568834688e-06;"1";"Melk"
"Kif20b";1,41763940042699e-10;0,626359040837214;0,814;0,143;2,51574287999774e-06;"1";"Kif20b"
"Hist1h2ae";2,43592757659864e-10;1,28170188689226;0,902;0,326;4,32279707743195e-06;"1";"Hist1h2ae"
"Hist1h2ap";4,02988374093336e-10;1,55843182132661;0,973;0,571;7,15143168666034e-06;"1";"Hist1h2ap"
"Anp32e";9,14831859764285e-10;0,497673204984846;0,951;0,556;1,6234606183377e-05;"1";"Anp32e"
"Kif11";9,84068449748858e-10;0,642175376787681;0,796;0,111;1,74632787092432e-05;"1";"Kif11"
"Knl1";1,13389808841738e-09;0,592460770399858;0,793;0,119;2,01221554770549e-05;"1";"Knl1"
"Ccnb2";1,27562404773105e-09;0,689171844543309;0,89;0,247;2,26372243510351e-05;"1";"Ccnb2"
"Kif23";1,79077550693376e-09;0,500273537433435;0,692;0,114;3,17791021460465e-05;"1";"Kif23"
"Hist1h1b";2,35206754570966e-09;1,23854993624341;0,898;0,293;4,17397906661636e-05;"1";"Hist1h1b"
"Kif18a";2,70435774249524e-09;0,250737139802165;0,424;0,05;4,79915324983206e-05;"1";"Kif18a"
"Dbf4";2,9787695674751e-09;0,527243536217177;0,81;0,218;5,28612447444132e-05;"1";"Dbf4"
"Cmc2";3,25040986235613e-09;0,366828919049662;0,79;0,342;5,76817734173718e-05;"1";"Cmc2"
"Kif4";5,49631462260337e-09;0,411726014101535;0,617;0,093;9,75375992927195e-05;"1";"Kif4"
"Reep4";6,51816541829767e-09;0,517896012263718;0,806;0,22;0,000115671363513111;"1";"Reep4"
"Bub3";7,3642013160901e-09;0,691101428534575;0,961;0,478;0,000130685116555335;"1";"Bub3"
"Ncapg";1,09302407652922e-08;0,386561366418201;0,616;0,094;0,000193968052620875;"1";"Ncapg"
"Tuba1c";1,15548371843987e-08;0,680956634570479;0,925;0,392;0,00020505214067434;"1";"Tuba1c"
"Cks1b";1,38377904036447e-08;0,704182330430886;0,963;0,426;0,000245565428503079;"1";"Cks1b"
"Incenp";1,44696499545601e-08;0,499092334831987;0,735;0,133;0,000256778408093623;"1";"Incenp"
"Mis18bp1";2,03064271766291e-08;0,48380582619085;0,684;0,094;0,00036035785667646;"1";"Mis18bp1"
"Bub1";2,1956285108441e-08;0,296111501818028;0,493;0,071;0,000389636235534394;"1";"Bub1"
"Smc2";2,7352855558886e-08;0,783638159733896;0,951;0,3;0,00048540377474799;"1";"Smc2"
"Spc25";3,4695429830121e-08;0,45177491161085;0,656;0,094;0,000615705097765328;"1";"Spc25"
"Bora";3,70409221886338e-08;0,354319955637048;0,58;0,112;0,000657328205159495;"1";"Bora"
"Bub1b";3,83317569363552e-08;0,354994125942283;0,559;0,084;0,00068023535859256;"1";"Bub1b"
"Terf1";4,85255115088078e-08;0,33487980466211;0,642;0,196;0,000861133727235303;"1";"Terf1"
"Hist1h3e";5,40518198337629e-08;0,404899478659997;0,603;0,143;0,000959203594769956;"1";"Hist1h3e"
"Hist2h2ac";6,1743100002548e-08;0,416185928153116;0,593;0,123;0,00109569305264522;"1";"Hist2h2ac"
"Pbk";7,44297271643964e-08;0,581407578527524;0,812;0,187;0,00132082993825938;"1";"Pbk"
"Kif2c";7,86907029838463e-08;0,309807991185595;0,493;0,047;0,00139644521515134;"1";"Kif2c"
"Ckap5";1,02437889658306e-07;0,464672070884496;0,762;0,196;0,0018178627898763;"1";"Ckap5"
"Dnph1";2,71281086225107e-07;0,236210061542266;0,612;0,232;0,00481415415615076;"1";"Dnph1"
"Ccdc34";3,13208538110192e-07;0,570567665051598;0,993;0,693;0,00555819871730347;"1";"Ccdc34"
"Ckap2l";3,49864164864981e-07;0,398095393230886;0,572;0,055;0,00620868946969395;"1";"Ckap2l"
"Lsm3";3,54146703843594e-07;0,447976085018514;0,957;0,569;0,00628468740640841;"1";"Lsm3"
"Hist1h3f";4,64997267132198e-07;0,336771859963365;0,489;0,079;0,00825184150252799;"1";"Hist1h3f"
"Hist1h4d";5,22639114196317e-07;0,522661271555467;0,71;0,163;0,00927475372052784;"1";"Hist1h4d"
"G2e3";5,32262606590894e-07;0,351153766917952;0,579;0,103;0,009445532216562;"1";"G2e3"
"Ncapd2";5,46162517239391e-07;0,259340001204994;0,461;0,083;0,00969220003093023;"1";"Ncapd2"
"Anln";5,70817061162055e-07;0,331593331839755;0,501;0,055;0,0101297195673818;"1";"Anln"
"Cdca2";6,56492752367052e-07;0,315307250930898;0,487;0,05;0,0116501203835057;"1";"Cdca2"
"Nuf2";7,34352078493184e-07;0,240522850712988;0,411;0,06;0,01303181198494;"1";"Nuf2"
"Sapcd2";8,8128765862456e-07;0,405039888016538;0,594;0,061;0,0156393307899514;"1";"Sapcd2"
"Hist1h3c";9,00646804974841e-07;0,657516072502544;0,714;0,122;0,0159828782010835;"1";"Hist1h3c"
"Aspm";1,04224055862527e-06;0,379757016033966;0,519;0,035;0,0184956009533641;"1";"Aspm"
"Cep55";1,07942295886628e-06;0,21667468899014;0,37;0,05;0,0191554398280409;"1";"Cep55"
"Hist1h1e";1,16000249757795e-06;0,792181062573836;0,928;0,678;0,0205854043220184;"1";"Hist1h1e"
"Ect2";1,17801467834111e-06;0,343376912632824;0,558;0,093;0,0209050484818413;"1";"Ect2"
"Mad2l1";1,2442370845586e-06;0,349144166956101;0,669;0,172;0,0220802313025769;"1";"Mad2l1"
"Tmpo";1,47790136278276e-06;0,459942343595775;0,936;0,52;0,0262268375839429;"1";"Tmpo"
"Lyar";1,69475139358912e-06;0,333772860167614;0,931;0,597;0,0300750582306325;"1";"Lyar"
"Knstrn";2,14040195469898e-06;0,443704060233465;0,74;0,201;0,0379835730880882;"1";"Knstrn"
"Dlgap5";2,16676070231348e-06;0,322508899241994;0,513;0,065;0,0384513354232551;"1";"Dlgap5"
"Ndc80";2,80362249445074e-06;0,292045725650899;0,469;0,064;0,0497530847865228;"1";"Ndc80"
"Nucks1";3,8162317213178e-06;0,621699918389851;0,991;0,667;0,0677228481265057;"1";"Nucks1"
"Pclaf";4,47783995185852e-06;0,524082663388196;0,904;0,338;0,0794637477856812;"1";"Pclaf"
"Hist1h1d";4,85967465267901e-06;0,480912873448289;0,662;0,18;0,0862397863864417;"1";"Hist1h1d"
"Hist1h2bm";4,88708649457441e-06;0,209159112262643;0,348;0,061;0,0867262369327174;"1";"Hist1h2bm"
"Rgcc";5,44059375328781e-06;0,409678760891048;0,816;0,515;0,0965487767458455;"1";"Rgcc"
"Hist1h2ab";7,0166091111552e-06;0,26481494890472;0,409;0,058;0,12451674528656;"1";"Hist1h2ab"
"Nek2";7,20380077196071e-06;0,298716968776367;0,489;0,063;0,127838648499215;"1";"Nek2"
"Ska1";7,21678402883377e-06;0,252846208109385;0,431;0,059;0,128069049375684;"1";"Ska1"
"Arhgap11a";7,30415519507441e-06;0,233954783582543;0,45;0,107;0,12961953809179;"1";"Arhgap11a"
"Sgo1";7,74993049438912e-06;0,409115046519677;0,645;0,114;0,137530266553429;"1";"Sgo1"
"Ncaph";7,74993049438912e-06;0,290461549179267;0,517;0,112;0,137530266553429;"1";"Ncaph"
"Ccnf";7,75182569435383e-06;0,227676682443366;0,36;0,027;0,137563898772003;"1";"Ccnf"
"Sgo2a";1,12397255711463e-05;0,35116808945842;0,522;0,064;0,199460169985562;"1";"Sgo2a"
"Hmgn2";1,1979182478484e-05;0,434048183812693;0,972;0,632;0,212582572263177;"1";"Hmgn2"
"Fzr1";1,27015331146623e-05;0,257488882421602;0,538;0,139;0,225401406652797;"1";"Fzr1"
"Lockd";1,53913123779413e-05;0,301783442532485;0,494;0,072;0,273134229458947;"1";"Lockd"
"Trip13";1,5528043045124e-05;0,209272461961958;0,454;0,12;0,27556065187877;"1";"Trip13"
"Lsm2";2,10868649982127e-05;0,433078619633363;0,946;0,54;0,374207506258282;"1";"Lsm2"
"Selenoh";2,19669262264102e-05;0,431866310055943;0,974;0,621;0,389825072813876;"1";"Selenoh"
"Lmnb1";2,22535605882244e-05;0,435045601981366;0,836;0,36;0,394911686198631;"1";"Lmnb1"
"Esco2";2,34706553921335e-05;0,377445728549883;0,631;0,155;0,416510250588801;"1";"Esco2"
"Kif22";2,9724152226339e-05;0,37796435447402;0,572;0,065;0,527484805408613;"1";"Kif22"
"Mis18a";3,77218409038233e-05;0,282225114795699;0,536;0,119;0,669411788679249;"1";"Mis18a"
"Dek";4,49904872066826e-05;0,277779867099888;0,949;0,627;0,798401185969789;"1";"Dek"
"Hist1h2bb";4,97491941520104e-05;0,279869325435276;0,423;0,066;0,882849199421576;"1";"Hist1h2bb"
"Ddx39";5,0244700836464e-05;0,35214993717335;0,942;0,621;0,891642461043891;"1";"Ddx39"
"Pmf1";5,21165169818688e-05;0,290795192282805;0,756;0,344;0,924859710360244;"1";"Pmf1"
"Cenpp";6,21075528158213e-05;0,288574660578788;0,595;0,163;1;"1";"Cenpp"
"Hist1h3b";6,8291796603716e-05;0,2440516647575;0,397;0,064;1;"1";"Hist1h3b"
"Nup37";7,68040737681534e-05;0,316859198884852;0,678;0,22;1;"1";"Nup37"
"Shcbp1";8,23463254877309e-05;0,32426539632601;0,538;0,086;1;"1";"Shcbp1"
"Exosc8";8,26393212914822e-05;0,301344326326789;0,879;0,48;1;"1";"Exosc8"
"Tk1";9,04664872943103e-05;0,275598796476967;0,638;0,241;1;"1";"Tk1"
"Cenpw";9,61154654563199e-05;0,405487692361503;0,873;0,409;1;"1";"Cenpw"
"Cep57";0,000106624604962864;0,257663102360722;0,677;0,284;1;"1";"Cep57"
"Cdc25b";0,000132439967556852;0,253622725035845;0,41;0,044;1;"1";"Cdc25b"
"Hmgb3";0,000154553253712409;0,338204463451438;0,935;0,583;1;"1";"Hmgb3"
"Vrk1";0,000154858577117232;0,22054095529068;0,602;0,232;1;"1";"Vrk1"
"Cbx5";0,000160789916777252;0,293357850520942;0,811;0,402;1;"1";"Cbx5"
"Hist1h2br";0,000172495934806503;0,282741041654502;0,451;0,083;1;"1";"Hist1h2br"
"Hist1h4h";0,000177734354127523;0,549179490669973;0,74;0,207;1;"1";"Hist1h4h"
"Snrpa1";0,000215266187932641;0,264132647455797;0,929;0,655;1;"1";"Snrpa1"
"Alyref";0,000290752845080329;0,324784173577317;0,942;0,657;1;"1";"Alyref"
"Lbr";0,00029669939769629;0,31510450414516;0,784;0,375;1;"1";"Lbr"
"Smchd1";0,000350321991313929;0,213952556995307;0,743;0,383;1;"1";"Smchd1"
"Eldr";0,000367472727219815;0,240081292687739;0,591;0,214;1;"1";"Eldr"
"Tyms";0,000368087791216613;0,352917454786282;0,857;0,43;1;"1";"Tyms"
"Rad21";0,0003687581117096;0,32623740853539;0,738;0,313;1;"1";"Rad21"
"Nudt21";0,000378360021248378;0,249935580364534;0,951;0,707;1;"1";"Nudt21"
"Kif15";0,000398470600659255;0,400089815678082;0,643;0,133;1;"1";"Kif15"
"Plk4";0,00039962352501746;0,301305035869377;0,583;0,144;1;"1";"Plk4"
"Ckap2";0,000443274573823772;0,357355307115693;0,549;0,072;1;"1";"Ckap2"
"Tomm40";0,000456470143553656;0,33985386097985;0,97;0,759;1;"1";"Tomm40"
"Lars";0,000488041951525869;0,216148306719938;0,819;0,544;1;"1";"Lars"
"Sae1";0,000518806976779958;0,346599349611323;0,899;0,516;1;"1";"Sae1"
"Dmbt1";0,000521664442661003;0,322879331918281;0,633;0,372;1;"1";"Dmbt1"
"Kif20a";0,000560436090038399;0,269377237290406;0,435;0,047;1;"1";"Kif20a"
"Ccdc18";0,000567392961750117;0,21916230919028;0,396;0,073;1;"1";"Ccdc18"
"Tagln2";0,000600934497550207;0,241683131233842;0,931;0,698;1;"1";"Tagln2"
"Nudcd2";0,000621610470816728;0,338138401959406;0,925;0,605;1;"1";"Nudcd2"
"Ssrp1";0,000719331888436366;0,206639425605925;0,804;0,469;1;"1";"Ssrp1"
"Miip";0,000738375101738956;0,24602677023576;0,448;0,075;1;"1";"Miip"
"Ppih";0,000871682947216486;0,246617115678667;0,8;0,422;1;"1";"Ppih"
"Rangap1";0,000874140164848004;0,372420060270611;0,78;0,308;1;"1";"Rangap1"
"Timm8a1";0,000982817126080637;0,204105358791752;0,946;0,726;1;"1";"Timm8a1"
"Fbxo5";0,00140276212694113;0,238179458967812;0,495;0,146;1;"1";"Fbxo5"
"Asns";0,00157801913489589;0,232074020957608;0,845;0,625;1;"1";"Asns"
"Brd8";0,00159787899793634;0,298143601515605;0,778;0,366;1;"1";"Brd8"
"H1f0";0,00207875558387136;0,324573664921922;0,958;0,71;1;"1";"H1f0"
"Mthfd2";0,002144980706884;0,277021404344433;0,685;0,372;1;"1";"Mthfd2"
"Rfc5";0,00225547968681134;0,230513729004851;0,678;0,289;1;"1";"Rfc5"
"Cit";0,00242357346159934;0,207274482386827;0,387;0,073;1;"1";"Cit"
"Nsmce4a";0,00247472115388245;0,222507909764429;0,932;0,668;1;"1";"Nsmce4a"
"Phgdh";0,00250122538464921;0,374260597069916;0,912;0,602;1;"1";"Phgdh"
"Dnajc2";0,00275793225296079;0,219556709608343;0,937;0,686;1;"1";"Dnajc2"
"Hpf1";0,00279371619498951;0,228214601707662;0,831;0,475;1;"1";"Hpf1"
"Hist1h2bj";0,00291366318277274;0,231431886609539;0,414;0,082;1;"1";"Hist1h2bj"
"Mrpl51";0,00296012028204573;0,232574210012448;0,956;0,75;1;"1";"Mrpl51"
"Rnaseh2c";0,00298041865696353;0,290152516187191;0,983;0,782;1;"1";"Rnaseh2c"
"Ak6";0,00329678886551954;0,21307640610087;0,734;0,406;1;"1";"Ak6"
"Ctcf";0,00362634427583129;0,26726044868453;0,838;0,495;1;"1";"Ctcf"
"Rbm8a";0,00392584092123371;0,218277515266809;0,923;0,666;1;"1";"Rbm8a"
"Vars";0,00411437059233261;0,211722619891273;0,697;0,364;1;"1";"Vars"
"G3bp1";0,00426859176716811;0,240205109639702;0,958;0,72;1;"1";"G3bp1"
"Mrto4";0,00479781474465279;0,23578127521542;0,893;0,602;1;"1";"Mrto4"
"Aarsd1";0,00500994056279946;0,200470238603919;0,861;0,552;1;"1";"Aarsd1"
"Psat1";0,00505746616592295;0,29829175828574;0,633;0,257;1;"1";"Psat1"
"Psph";0,00511102881099362;0,309598327158112;0,685;0,381;1;"1";"Psph"
"Nde1";0,00563970609292648;0,20482512582815;0,386;0,071;1;"1";"Nde1"
"Med30";0,00572947742544284;0,201549438265571;0,749;0,425;1;"1";"Med30"
"0610010K14Rik";0,00585952639778496;0,248704023306226;0,765;0,403;1;"1";"0610010K14Rik"
"Cbx1";0,00595602868969583;0,212397369098808;0,951;0,723;1;"1";"Cbx1"
"Banf1";0,00644588469928763;0,292178407625227;0,956;0,706;1;"1";"Banf1"
"Smc1a";0,00802698862953775;0,331731682658915;0,915;0,56;1;"1";"Smc1a"
"Usp1";0,0087528423595353;0,237662004163708;0,807;0,446;1;"1";"Usp1"
"Dtymk";0,00934877759319036;0,247615603870429;0,941;0,645;1;"1";"Dtymk"
"Trir";0,00952175485721654;0,247023488776609;0,962;0,761;1;"1";"Trir"
"Ruvbl2";0,00976933310146947;0,237359260091477;0,815;0,464;1;"1";"Ruvbl2"
"Olfm4";2,56613309153951e-13;1,45706002810645;0,946;0,579;4,55385978424602e-09;"2";"Olfm4"
"Pdgfa";6,77699165134732e-09;0,930063501512311;0,854;0,569;0,00012026449384481;"2";"Pdgfa"
"Slc12a2";3,82578469510799e-08;0,729749152203151;0,954;0,736;0,000678923751993864;"2";"Slc12a2"
"Clca3b";7,8707677796798e-06;0,604199117528268;0,834;0,558;0,139674645018198;"2";"Clca3b"
"Edn1";0,000794300558059656;0,560257815362998;0,296;0,062;1;"2";"Edn1"
"Mcm6";1,04240625182605e-07;0,580345773283525;0,805;0,312;0,00184985413449051;"3";"Mcm6"
"Paics";2,95964024316469e-07;0,334893752206612;0,737;0,433;0,00525217757552005;"3";"Paics"
"Mcm4";2,78589970848869e-06;0,531822002760423;0,735;0,252;0,0494385762268403;"3";"Mcm4"
"Ung";2,9051424484332e-06;0,545687748082595;0,678;0,161;0,0515546578898955;"3";"Ung"
"Dut";6,9423200613734e-06;0,535864890571866;0,968;0,619;0,123198411809132;"3";"Dut"
"Slfn9";1,12649021528493e-05;0,516342033360136;0,658;0,216;0,199906953604464;"3";"Slfn9"
"Mcm3";1,44791931393701e-05;0,57477836349172;0,769;0,282;0,256947761451262;"3";"Mcm3"
"Chaf1b";2,27816822169909e-05;0,321247470932741;0,489;0,163;0,40428373262272;"3";"Chaf1b"
"Rpa2";2,48276599834631e-05;0,442011528430049;0,678;0,28;0,440591654066536;"3";"Rpa2"
"Gmnn";3,51385720086738e-05;0,438336113153001;0,875;0,547;0,623569098865926;"3";"Gmnn"
"Dtymk1";3,57718110096247e-05;0,327271299251122;0,912;0,656;0,634806558176799;"3";"Dtymk"
"Pcna";4,7746913933988e-05;0,521173045273714;0,901;0,531;0,847316734672551;"3";"Pcna"
"Nap1l1";8,23790894959942e-05;0,295176588123943;0,854;0,607;1;"3";"Nap1l1"
"Orc6";0,000123007925328077;0,398550429946448;0,716;0,353;1;"3";"Orc6"
"Mcm2";0,000155920395248307;0,27236986929124;0,44;0,157;1;"3";"Mcm2"
"Nasp";0,000165313713495908;0,475955931540859;0,919;0,58;1;"3";"Nasp"
"Tipin";0,000206401909059002;0,485696309386395;0,809;0,382;1;"3";"Tipin"
"Mcm5";0,000249163827395895;0,386166045346182;0,575;0,207;1;"3";"Mcm5"
"Slbp";0,000265762454739711;0,346827473808947;0,736;0,417;1;"3";"Slbp"
"Dnmt1";0,000269489834057884;0,40657764415707;0,721;0,347;1;"3";"Dnmt1"
"Rfc3";0,000290859916022698;0,37650663600842;0,684;0,34;1;"3";"Rfc3"
"Hells";0,000483051749525171;0,573975817067738;0,79;0,331;1;"3";"Hells"
"Mcm7";0,000505867659250061;0,457455147926677;0,802;0,417;1;"3";"Mcm7"
"Msh2";0,000539737276082634;0,209676184719778;0,469;0,251;1;"3";"Msh2"
"Dtl";0,00066911649181886;0,345744797961235;0,496;0,145;1;"3";"Dtl"
"Pola1";0,000781071943253132;0,203210820155184;0,377;0,158;1;"3";"Pola1"
"Chaf1a";0,000952733392621813;0,26602319398534;0,412;0,153;1;"3";"Chaf1a"
"Rfc1";0,00103994065656154;0,222109142565867;0,581;0,343;1;"3";"Rfc1"
"Rbmxl1";0,00180866355790615;0,216383478145448;0,663;0,453;1;"3";"Rbmxl1"
"Cdc6";0,00182346989838934;0,25128692956749;0,317;0,052;1;"3";"Cdc6"
"Dctpp1";0,00183338513016424;0,347299749332732;0,962;0,755;1;"3";"Dctpp1"
"Nop56";0,00206336017941268;0,274955488457604;0,828;0,586;1;"3";"Nop56"
"Lig1";0,00223821014216624;0,410358416235738;0,696;0,3;1;"3";"Lig1"
"Casp8ap2";0,0025694183294846;0,303182176463803;0,529;0,236;1;"3";"Casp8ap2"
"Nolc1";0,00273217904061993;0,245167855938707;0,679;0,464;1;"3";"Nolc1"
"Dek1";0,0031570503611338;0,288535521174264;0,902;0,641;1;"3";"Dek"
"Syce2";0,00363830896622742;0,284147762061537;0,571;0,304;1;"3";"Syce2"
"Wdr76";0,0042028321907663;0,228039533555899;0,351;0,118;1;"3";"Wdr76"
"Apex1";0,00432115783028673;0,277799969487025;0,899;0,687;1;"3";"Apex1"
"Siva1";0,00518621350922776;0,432163277334075;0,868;0,528;1;"3";"Siva1"
"Zmynd19";0,00640521827587426;0,246507219177448;0,447;0,198;1;"3";"Zmynd19"
"Clspn";0,00701276821625518;0,263638833504889;0,428;0,17;1;"3";"Clspn"
"Uhrf1";0,00859807128199974;0,408352582096145;0,548;0,172;1;"3";"Uhrf1"
"Ccnb21";4,79480980016199e-08;0,683469295293565;0,847;0,293;0,000850886947136746;"4";"Ccnb2"
"Hist1h2bc";1,49628467867579e-06;0,60451138764462;0,846;0,492;0,0265530679077805;"4";"Hist1h2bc"
"Hmgn21";2,00694223014197e-05;0,424570502604978;0,942;0,658;0,356151968160994;"4";"Hmgn2"
"Cenpa1";2,70335011300176e-05;0,580258126497185;0,822;0,32;0,479736511053292;"4";"Cenpa"
"Cdca31";9,44636442100064e-05;0,420454789239844;0,811;0,399;1;"4";"Cdca3"
"Rangrf";0,000282709028900744;0,398876509481436;0,798;0,511;1;"4";"Rangrf"
"Lyar1";0,00058449978485842;0,295186103748804;0,838;0,63;1;"4";"Lyar"
"Snrpa11";0,000788145047201013;0,38546072495348;0,897;0,677;1;"4";"Snrpa1"
"Knstrn1";0,00115570806750228;0,34712977436008;0,556;0,258;1;"4";"Knstrn"
"Cdc201";0,00126581408717383;0,384606133589965;0,545;0,231;1;"4";"Cdc20"
"Nucks11";0,00174700322802281;0,303125193114197;0,913;0,697;1;"4";"Nucks1"
"Cdkn31";0,00317481115198725;0,45722478548117;0,616;0,214;1;"4";"Cdkn3"
"Pclaf1";1,72659736796101e-16;1,25482151048578;0,998;0,367;3,06401968918361e-12;"5";"Pclaf"
"Hist1h1b1";6,21405317337401e-16;1,63046428238501;0,996;0,324;1,10274587614695e-11;"5";"Hist1h1b"
"Dut1";2,2913701933453e-15;0,813537342551238;0,994;0,634;4,06626554511057e-11;"5";"Dut"
"Hist1h2ae1";4,30667812838685e-15;1,46476140249488;0,995;0,355;7,64263100663531e-11;"5";"Hist1h2ae"
"Hist1h2ap1";4,95708024828756e-15;1,61374842791725;1;0,596;8,7968346086111e-11;"5";"Hist1h2ap"
"Esco21";1,20659245210849e-14;0,7455155297286;0,855;0,163;2,14121896551173e-10;"5";"Esco2"
"Lig11";4,52778181467641e-14;0,653960962403753;0,885;0,299;8,03500160832475e-10;"5";"Lig1"
"Top2a1";5,80582342472247e-13;0,824846408053566;0,973;0,328;1,03030142495125e-08;"5";"Top2a"
"Rad51";6,02937632355852e-13;0,432508790958203;0,653;0,161;1,06997312237869e-08;"5";"Rad51"
"Pcna1";1,68184105101005e-12;0,768966891877271;0,974;0,542;2,98459512912244e-08;"5";"Pcna"
"Atad2";1,69062544700039e-12;0,711562112833964;0,868;0,263;3,00018391824689e-08;"5";"Atad2"
"Hist1h1a";3,94441820381552e-12;0,566977689657833;0,689;0,095;6,99976454449102e-08;"5";"Hist1h1a"
"Tyms1";5,07678549539996e-12;0,723614918367147;0,955;0,449;9,00926354013676e-08;"5";"Tyms"
"Pbk1";1,09805982189431e-11;0,553297787666165;0,8;0,232;1,94861695993365e-07;"5";"Pbk"
"Mki671";1,51776248362881e-11;0,59287847061629;0,879;0,315;2,69342130344769e-07;"5";"Mki67"
"Clspn1";2,99926565295431e-11;0,576761403540501;0,727;0,15;5,32249682773272e-07;"5";"Clspn"
"Dek2";3,2955005428087e-11;0,61498667908702;0,983;0,645;5,84819526326832e-07;"5";"Dek"
"Rfc4";3,45030403112756e-11;0,63404575579528;0,924;0,439;6,12290953363896e-07;"5";"Rfc4"
"Tuba1b1";1,73574797070571e-10;0,60796219419803;0,989;0,649;3,08025834881436e-06;"5";"Tuba1b"
"Hist1h1e1";2,09184819064639e-10;0,882729589953952;0,997;0,687;3,71219379912109e-06;"5";"Hist1h1e"
"Tk11";2,79209211954519e-10;0,524700346115711;0,798;0,251;4,9548466753449e-06;"5";"Tk1"
"Spc241";3,2310355992969e-10;0,541421678396923;0,911;0,403;5,73379577451228e-06;"5";"Spc24"
"Kif151";7,10911815804538e-10;0,385542986795028;0,611;0,172;1,26158410832673e-05;"5";"Kif15"
"Tubb51";9,13248036306887e-10;0,601135636835393;0,997;0,774;1,6206499652302e-05;"5";"Tubb5"
"Gmnn1";1,23040011293774e-09;0,621895297610778;0,965;0,554;2,18346804041931e-05;"5";"Gmnn"
"Fbxo51";1,3688193074849e-09;0,52183485376286;0,7;0,147;2,4291067430627e-05;"5";"Fbxo5"
"Smc41";1,45445101251813e-09;0,461142164017657;0,891;0,401;2,58106876681468e-05;"5";"Smc4"
"Rrm2";1,75569315750433e-09;0,667420453979948;0,82;0,191;3,11565307730718e-05;"5";"Rrm2"
"Hist1h3c1";2,46269574810205e-09;0,57709509335435;0,729;0,162;4,3702998745819e-05;"5";"Hist1h3c"
"Birc51";2,6198662840431e-09;0,589335701949851;0,96;0,415;4,64921470766288e-05;"5";"Birc5"
"Selenoh1";2,7965812208984e-09;0,362335070429816;0,963;0,647;4,96281303460631e-05;"5";"Selenoh"
"Dnajc9";3,19455038757004e-09;0,505336374912636;0,877;0,392;5,66904911778179e-05;"5";"Dnajc9"
"Dnmt11";3,71662078392009e-09;0,537496334956673;0,849;0,352;6,59551524314459e-05;"5";"Dnmt1"
"Smc21";4,2312698691137e-09;0,653009056312627;0,929;0,348;7,50881150972918e-05;"5";"Smc2"
"Hat1";4,65383297232282e-09;0,592372427422693;0,936;0,491;8,25869199268408e-05;"5";"Hat1"
"Dtymk2";4,91696476266724e-09;0,56291543088376;0,979;0,662;8,72564566782928e-05;"5";"Dtymk"
"Siva11";8,39123754358113e-09;0,622409956480539;0,965;0,535;0,000148910901448391;"5";"Siva1"
"Uhrf11";1,06107871388629e-08;0,350387522928861;0,595;0,186;0,00018829902856626;"5";"Uhrf1"
"Slbp1";1,22042581768445e-08;0,530352216245524;0,886;0,417;0,000216576765606282;"5";"Slbp"
"Nasp1";1,2277974109852e-08;0,560296095375897;0,965;0,593;0,000217884928553434;"5";"Nasp"
"Spc251";1,22919307221416e-08;0,292338239164661;0,508;0,15;0,000218132602595125;"5";"Spc25"
"Hpf11";1,32399395330174e-08;0,368504056854362;0,86;0,497;0,000234955966952926;"5";"Hpf1"
"Slfn91";1,36196630225101e-08;0,493299943885554;0,722;0,232;0,000241694539997463;"5";"Slfn9"
"Syce21";2,24121930192142e-08;0,423942576087175;0,747;0,298;0,000397726777318975;"5";"Syce2"
"Hirip3";2,2576317820534e-08;0,397236908436836;0,664;0,227;0,000400639336043196;"5";"Hirip3"
"Alyref1";2,32714797079795e-08;0,369399993997104;0,949;0,676;0,000412975678897803;"5";"Alyref"
"Kif111";2,50536370666135e-08;0,336337873781153;0,586;0,182;0,000444601843384124;"5";"Kif11"
"Psip1";2,51606828110843e-08;0,365404698982682;0,796;0,404;0,000446501477165501;"5";"Psip1"
"Nudc";2,89932255924051e-08;0,423810727839939;0,98;0,759;0,00051451378136282;"5";"Nudc"
"Dctpp11";3,14880219804501e-08;0,459879256075306;0,989;0,763;0,000558786438065068;"5";"Dctpp1"
"Hist2h2ac1";3,78138050737752e-08;0,505012105196539;0,663;0,148;0,000671043784839214;"5";"Hist2h2ac"
"H2afx1";4,69393429233627e-08;0,42191606863431;0,903;0,435;0,000832985579517995;"5";"H2afx"
"Tipin1";4,71317307341691e-08;0,550729855386209;0,889;0,395;0,000836399693608565;"5";"Tipin"
"Hist1h1d1";6,87245435824539e-08;0,590183630656694;0,769;0,202;0,00121958575041423;"5";"Hist1h1d"
